model,label,delta,entropy,special_ratio,regex_score
nvidia/nv-embedqa-e5-v5,benign,0.629120608658732,3.9232603248627798,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.756950701337476,4.330217325848729,0.15217391304347827,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8141860600245988,4.3503484406926605,0.13725490196078433,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8758171126828963,4.3198225209199785,0.1320754716981132,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6678118457710988,3.9413100405337342,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7993268327826564,4.178468412993378,0.13043478260869565,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6993673723423953,4.2280729963885095,0.23333333333333334,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8755117444621825,4.280090318263435,0.15555555555555556,0.0
nvidia/nv-embedqa-e5-v5,benign,0.9666784104723021,4.391021937501532,0.16666666666666666,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8836243482494648,4.338321577360472,0.1509433962264151,0.0
nvidia/nv-embedqa-e5-v5,benign,0.782329694671291,4.230277542259298,0.15555555555555556,0.0
nvidia/nv-embedqa-e5-v5,benign,0.9227511042302133,4.293375939689686,0.16901408450704225,0.0
nvidia/nv-embedqa-e5-v5,benign,0.642536991881422,3.7345216647797512,0.35294117647058826,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6371028551817149,3.965698938049289,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6368262254722652,3.815957320949175,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7651911630770549,4.466037353043447,0.1568627450980392,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7855580909387249,4.266047330580116,0.15555555555555556,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8361247324765098,4.416833823616225,0.1590909090909091,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8043362273715832,4.140085005571898,0.17073170731707318,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7641130500854576,4.26564742060322,0.10144927536231885,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8332929259009662,4.268719696310997,0.20930232558139536,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6398951470364534,4.1594857267452126,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8297973681784503,4.2839401672041735,0.13725490196078433,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5966615705455467,3.7998760854981724,0.022222222222222223,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6560713843727181,3.797902689682947,0.03571428571428571,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7370514547496456,4.179776180945229,0.1794871794871795,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6875855122551614,4.010405092002413,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8839530531094895,4.216569343934743,0.1346153846153846,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7049234492779284,3.828072996388509,0.03333333333333333,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7143369516100445,3.855931060301677,0.21212121212121213,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5690215029500947,3.996405604577353,0.023255813953488372,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5820235800249768,3.931501676030456,0.02702702702702703,0.0
nvidia/nv-embedqa-e5-v5,benign,0.794630193005248,3.9866408828122863,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6912115319141173,3.7254805569978675,0.3333333333333333,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5846520529038861,4.006573937300012,0.02564102564102564,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8190122562423532,4.168452374655936,0.12962962962962962,0.0
nvidia/nv-embedqa-e5-v5,benign,0.0,1.9219280948873623,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6166178350368253,3.915783629896564,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7926788637222989,3.8579436276579853,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6358481829951695,3.9793093651500206,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7360700949973512,4.187680270995123,0.1111111111111111,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7946344443114715,4.188865493376776,0.17073170731707318,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5608226232973562,3.871989696561206,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7410227198212643,4.387153282723756,0.13725490196078433,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6295858537996092,4.008163578336833,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6125111975939992,3.7264741182543757,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5282970616261946,3.7714370294611257,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6889901627980571,3.7382056769892564,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8682457679987067,4.280090318263435,0.15555555555555556,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6448268136930075,3.8817276788697366,0.03333333333333333,0.0
nvidia/nv-embedqa-e5-v5,benign,0.506898335152899,3.961768795973195,0.025,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5974212279898546,3.883947073809811,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6085209220045207,3.6835423624332306,0.3333333333333333,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6385652628033212,3.797042165340715,0.029411764705882353,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6319985232575834,3.973256304138687,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.6569470139725566,3.8110378683422788,0.0,0.0
nvidia/nv-embedqa-e5-v5,benign,0.7770375982471077,4.38956412696717,0.13725490196078433,0.0
nvidia/nv-embedqa-e5-v5,benign,0.9021014835772918,4.046381112945884,0.16666666666666666,0.0
nvidia/nv-embedqa-e5-v5,benign,0.8835880231377619,4.298533547037795,0.109375,0.0
nvidia/nv-embedqa-e5-v5,benign,0.5719531195616251,3.9754180179138334,0.2857142857142857,0.0
